station_id,station_latitude,station_longitude,station_elevation
SF-J29-1,37.77874161153677,-122.39274082710836,-22.0
SF-J29-3,37.77633683333333,-122.39452466666668,-25.0
SF-J3,37.775522,-122.498498,23.0
SF-J5,37.775676,-122.49411216666668,32.0
SF-K15-,37.77196983333333,-122.4536875,46.0
SF-K17,37.77331087889723,-122.44429260492323,38.0
SF-K17-2,37.77051133333333,-122.44241033333331,55.0
SF-K18,37.77319133333334,-122.43917966666666,32.0
SF-K19,37.77237483333333,-122.43579116666666,23.0
SF-K20,37.771970333333336,-122.4337795,16.0
SF-K21,37.77341396997343,-122.427316904068,19.0
SF-K22-1,37.7737932060887,-122.42123901844025,-13.0
SF-K22-2,37.77166246221617,-122.42242321372034,-16.0
SF-K23,37.77230334819668,-122.41979598999023,-20.0
SF-K24,37.7735069,-122.4160402,-19.0
SF-K25,37.7737172,-122.4116467,-17.0
SF-K26,37.77146716666667,-122.40580666666666,-24.0
SF-K27,37.773392,-122.40354516666666,-23.0
SF-K27-2,37.77265787707061,-122.40368127822876,-24.0
SF-K28,37.77523486860597,-122.39743709564208,-27.0
SF-K28-3,37.773238,-122.399998,-25.0
SF-K29-1,37.77588,-122.39317,-24.0
SF-K30-2,37.7719996,-122.3899698,-25.0
SF-L19,37.7692005,-122.4338119,21.0
SF-L20,37.76979266666667,-122.42916983333332,5.0
SF-L21,37.7693053,-122.4268256,5.0
SF-L22,37.769188178104585,-122.42228507995604,-18.0
SF-L24,37.769757,-122.415674,-23.0
SF-L25,37.76998733333333,-122.41181416666667,-22.0
SF-L26,37.76921786152374,-122.40764558315276,-24.0
SF-L27,37.771058,-122.402717,-25.0
SF-L27-2,37.77122901793374,-122.40088641643524,-25.0
SF-L28,37.77189633333333,-122.3983755,-26.0
SF-L29,37.772300631747626,-122.3930275440216,-26.0
SF-L30-1,37.7704074,-122.3911984,-26.0
SF-L31-1,37.771329594195095,-122.38662242889404,-25.0
SF-M10,37.76393402521409,-122.47065067291258,45.0
SF-M11,37.76409093429919,-122.46737837791444,49.0
SF-M12,37.76356583333333,-122.46408766666669,58.0
SF-M13,37.76578683333334,-122.45755666666666,58.0
SF-M15,37.7659355,-122.449339,63.0
SF-M20,37.7662185,-122.4310597,7.0
SF-M21,37.766055,-122.4267025,-7.0
SF-M22-1,37.768252333333336,-122.420254,-23.0
SF-M22-2,37.76513883333333,-122.42197916666667,-16.0
SF-M24,37.7670373,-122.4154425,-23.0
SF-M25,37.7671,-122.410662,-15.0
SF-M26,37.7671235,-122.40727183333334,-19.0
SF-M26-2,37.76858266666667,-122.4040995,-25.0
SF-M27,37.76683083333333,-122.39957816666669,-24.0
SF-M28,37.76664816666667,-122.3981455,-24.0
SF-M30,37.76704457969368,-122.39083349704742,0.0
SF-M30-2,37.76945533333333,-122.38626916666666,-25.0
SF-N20-1,37.7643265,-122.43196383333331,8.0
SF-N20-2,37.7632417,-122.4306746,1.0
SF-N21,37.7630152,-122.4264968,-5.0
SF-N22-1A,37.76471008581914,-122.41995692253111,-20.0
SF-N22-1B,37.76484833333333,-122.42012866666668,-20.0
SF-N22-2,37.76332433333334,-122.42202033333334,-16.0
SF-N23,37.7637275,-122.41560533333332,-22.0
SF-N24-2,37.763618666666666,-122.41299933333332,-22.0
SF-N25,37.764555,-122.410345,-7.0
SF-N26,37.76328094058097,-122.4073773622513,-8.0
SF-N27,37.76438233333333,-122.402658,-23.0
SF-N28,37.7650259,-122.3987734,-22.0
SF-N29,37.7648022,-122.3947713,-23.0
SF-O12,37.75871966666666,-122.46374216666666,78.0
SF-O18,37.7591769,-122.4369431,20.0
SF-O19,37.7610785,-122.43244916666669,2.0
SF-O21,37.7613885,-122.42648283333334,-13.0
SF-O22,37.759063,-122.42140016666669,-3.0
SF-O23,37.760299,-122.418892,-18.0
SF-O24,37.760737166666665,-122.41487166666668,-21.0
SF-O25-1,37.76041333333333,-122.4108165,-20.0
SF-O25-2,37.7592005,-122.409851,-19.0
SF-O30,37.7616343,-122.3906477,-9.0
SF-O30-2,37.76045755543481,-122.38753974437712,-20.0
SF-P21,37.7581985,-122.42604116666666,7.0
SF-P22,37.7567083,-122.421025,0.0
SF-P24,37.758893,-122.41255433333332,-20.0
SF-P26,37.75678466666667,-122.405979,-10.0
SF-P30,37.75765883333333,-122.3920215,-15.0
SF-Q21-1,37.754968833333336,-122.42573766666666,8.0
SF-Q21-2,37.751788,-122.42650883333332,23.0
SF-Q22-1,37.755116666666666,-122.42104916666666,0.0
SF-Q22-2,37.7524875,-122.420633,-11.0
SF-Q23-3,37.752104984423575,-122.41972357034685,-10.0
SF-Q26,37.75312346009645,-122.40539252758025,-12.0
SF-Q30,37.755367132158526,-122.38879501819608,-24.0
SF-R19,37.750506,-122.4339496,32.0
SF-R20,37.7509004,-122.4274114,18.0
SF-R24,37.7510171,-122.4119009,-12.0
SF-R26,37.75178983333333,-122.40563483333334,-16.0
SF-S21,37.7478584,-122.4249863,8.0
SF-S22-1,37.74772216666667,-122.4201815,-6.0
SF-S22-2,37.745806,-122.422147,-3.0
SF-S24,37.74730933333333,-122.41144916666669,-17.0
SF-S29,37.7504343570623,-122.39044725894928,-25.0
SF-S30,37.750108,-122.386502,-26.0
SF-T20,37.7436839,-122.4268059,9.0
SF-T21,37.7423425,-122.42285283333334,6.0
SF-T22,37.7440667,-122.4214722,1.0
SF-U21,37.73984416666666,-122.42546216666666,30.0
SF-U30,37.742232,-122.386843,-25.0
SF-V28,37.7368516211844,-122.3942506313324,-11.0
SF-V29,37.73850433333333,-122.38970833333332,-24.0
SF-V30,37.739853333333336,-122.38563883333332,-7.0
SF-V31,37.74004966666666,-122.3834875,-22.0
SF-V32,37.740554,-122.3764865,-25.0
SF-W14,37.73167,-122.45113816666668,81.0
SF-W19,37.73296366666667,-122.434227,26.0
SF-W19-2,37.734966,-122.429772,35.0
SF-W29,37.73629587217104,-122.3899698257446,-14.0
SF-W8,37.731039,-122.47623833333331,30.0
SF-X14,37.7283125,-122.45037533333333,69.0
SF-X19,37.730174,-122.432895,6.0
SF-X29,37.73309966666667,-122.39097216666669,-3.0
SF-X30,37.73174483333333,-122.38999433333332,0.0
SF-Y14,37.7258897887525,-122.45244383811948,66.0
SF-Y25,37.7272865,-122.40668266666668,-5.0
SF-Y27,37.7300815,-122.39885533333332,-13.0
SF-Y29,37.72927865173028,-122.39289611577988,-15.0
SF-Y30,37.72939320661727,-122.38653659820557,-7.0
SF-Z16,37.72255483333333,-122.44372666666666,26.0
SF-Z28,37.725403666666665,-122.39405783333332,-23.0
SF-Z6,37.722001,-122.482735,1.0
SF-Z7,37.720964,-122.4787935,10.0
